gene_symbol	chrom	start	end	strand	ensembl_id
ESM1	5	54273692	54318499	-	ENSG00000164283
GZMK	5	54320081	54330398	+	ENSG00000113088
GZMA	5	54398476	54406080	+	ENSG00000145649
CDC20B	5	54408799	54469005	-	ENSG00000164287
GPX8	5	54455946	54462899	+	ENSG00000164294
MCIDAS	5	54515442	54523143	-	ENSG00000234602
CCNO	5	54526980	54529508	-	ENSG00000152669
DHX29	5	54552073	54603550	-	ENSG00000067248
SKIV2L2	5	54603588	54721409	+	ENSG00000039123
PPAP2A	5	54720682	54830878	-	ENSG00000067113
SLC38A9	5	54921673	55069022	-	ENSG00000177058
DDX4	5	55033845	55112985	+	ENSG00000152670
IL31RA	5	55147207	55218678	+	ENSG00000164509
AC008914.1	5	55224468	55224569	-	ENSG00000268280
IL6ST	5	55230923	55290821	-	ENSG00000134352
ANKRD55	5	55395507	55529186	-	ENSG00000164512
CTC-236F12.4	5	55753622	55777773	-	ENSG00000248727
AC022431.2	5	55807394	55902059	-	ENSG00000225940
MAP3K1	5	56111401	56191979	+	ENSG00000095015
SETD9	5	56205087	56221359	+	ENSG00000155542
MIER3	5	56215429	56267502	-	ENSG00000155545
GPBP1	5	56469775	56560506	+	ENSG00000062194
ACTBL2	5	56775846	56778636	-	ENSG00000169067
PLK2	5	57749809	57756087	-	ENSG00000145632
GAPT	5	57787262	57792917	+	ENSG00000175857
CTD-2117L12.1	5	57837394	57854070	-	ENSG00000250127
RAB3C	5	57878048	58155213	+	ENSG00000152932
PDE4D	5	58264865	59817947	-	ENSG00000113448
FKSG52	5	59726565	59726939	+	ENSG00000224838
DEPDC1B	5	59892739	59996017	-	ENSG00000035499
ELOVL7	5	60047618	60140216	-	ENSG00000164181
ERCC8	5	60169658	60240900	-	ENSG00000049167
NDUFAF2	5	60240956	60448853	+	ENSG00000164182
AC008498.1	5	60411538	60411762	-	ENSG00000269267
SMIM15	5	60453536	60458301	-	ENSG00000188725
ZSWIM6	5	60628100	60841997	+	ENSG00000130449
C5orf64	5	60933535	61047590	+	ENSG00000178722
KIF2A	5	61601989	61833076	+	ENSG00000068796
DIMT1	5	61683081	61699766	-	ENSG00000086189
IPO11	5	61699799	61924409	+	ENSG00000086200
LRRC70	5	61874562	61877275	+	ENSG00000186105
HTR1A	5	63256183	63258334	-	ENSG00000178394
RNF180	5	63461671	63668696	+	ENSG00000164197
RGS7BP	5	63802084	63908139	+	ENSG00000186479
FAM159B	5	63986135	64013917	+	ENSG00000145642
SREK1IP1	5	64013971	64064512	-	ENSG00000153006
CWC27	5	64064757	64314590	+	ENSG00000153015
ADAMTS6	5	64444563	64777747	-	ENSG00000049192
CENPK	5	64813593	64858998	-	ENSG00000123219
PPWD1	5	64859063	64883376	+	ENSG00000113593
TRIM23	5	64885507	64921802	-	ENSG00000113595
TRAPPC13	5	64920543	64962060	+	ENSG00000113597
CTC-534A2.2	5	64920592	64926718	+	ENSG00000253251
SGTB	5	64961755	65018862	-	ENSG00000197860
NLN	5	65018023	65167553	+	ENSG00000123213
ERBB2IP	5	65222303	65378377	+	ENSG00000112851
SREK1	5	65435799	65479443	+	ENSG00000153914
MAST4	5	65892176	66465423	+	ENSG00000069020
CD180	5	66478103	66492627	-	ENSG00000134061
RP11-404L6.2	5	67485704	67494235	+	ENSG00000253787
PIK3R1	5	67511548	67597649	+	ENSG00000145675
SLC30A5	5	68389473	68426896	+	ENSG00000145740
CCNB1	5	68462837	68474072	+	ENSG00000134057
CENPH	5	68485375	68506184	+	ENSG00000153044
MRPS36	5	68513587	68525956	+	ENSG00000134056
CDK7	5	68530668	68573250	+	ENSG00000134058
CCDC125	5	68576002	68628636	-	ENSG00000183323
TAF9	5	68646811	68665840	-	ENSG00000085231
RAD17	5	68665120	68710628	+	ENSG00000152942
MARVELD2	5	68710939	68740157	+	ENSG00000152939
OCLN	5	68788119	68853931	+	ENSG00000197822
GTF2H2C	5	68856035	68890550	+	ENSG00000183474
SERF1B	5	69321074	69338940	+	ENSG00000205572
SMN2	5	69345350	69374349	+	ENSG00000205571
SERF1A	5	70196492	70214357	+	ENSG00000172058
SMN1	5	70220768	70249769	+	ENSG00000172062
NAIP	5	70264310	70320941	-	ENSG00000249437
GTF2H2	5	70330784	70363516	-	ENSG00000145736
BDP1	5	70751442	70863649	+	ENSG00000145734
MCCC2	5	70883115	70954531	+	ENSG00000131844
CARTPT	5	71014990	71016875	+	ENSG00000164326
MAP1B	5	71403061	71505395	+	ENSG00000131711
MRPS27	5	71515236	71616473	-	ENSG00000113048
PTCD2	5	71616194	71656052	+	ENSG00000049883
ZNF366	5	71738479	71803554	-	ENSG00000178175
TNPO1	5	72112139	72212560	+	ENSG00000083312
FCHO2	5	72251808	72386349	+	ENSG00000157107
TMEM171	5	72416119	72427644	+	ENSG00000157111
TMEM174	5	72469022	72470970	+	ENSG00000164325
FOXD1	5	72740654	72744352	-	ENSG00000251493
BTF3	5	72794233	72801460	+	ENSG00000145741
ANKRA2	5	72848160	72861511	-	ENSG00000164331
UTP15	5	72861268	72877794	+	ENSG00000164338
AC008387.1	5	72894203	72896845	+	ENSG00000268217
ARHGEF28	5	72921983	73237818	+	ENSG00000214944
ENC1	5	73923234	73937249	-	ENSG00000171617
HEXB	5	73935848	74018472	+	ENSG00000049860
GFM2	5	74017029	74063196	-	ENSG00000164347
NSA2	5	74062817	74072737	+	ENSG00000164346
FAM169A	5	74073399	74162776	-	ENSG00000198780
GCNT4	5	74323289	74326724	-	ENSG00000176928
ANKRD31	5	74364100	74532703	-	ENSG00000145700
HMGCR	5	74632154	74657929	+	ENSG00000113161
COL4A3BP	5	74664311	74807963	-	ENSG00000113163
POLK	5	74807581	74896969	+	ENSG00000122008
ANKDD1B	5	74907284	74967671	+	ENSG00000189045
POC5	5	74969949	75013313	-	ENSG00000152359
SV2C	5	75378997	75649764	+	ENSG00000122012
IQGAP2	5	75699074	76003957	+	ENSG00000145703
F2RL2	5	75911307	75919259	-	ENSG00000164220
F2R	5	76011868	76031606	+	ENSG00000181104
F2RL1	5	76114758	76131140	+	ENSG00000164251
S100Z	5	76145826	76217475	+	ENSG00000171643
CRHBP	5	76248538	76276983	+	ENSG00000145708
AGGF1	5	76325076	76361059	+	ENSG00000164252
ZBED3	5	76367897	76383148	-	ENSG00000132846
PDE8B	5	76506274	76725632	+	ENSG00000113231
WDR41	5	76721795	76916436	-	ENSG00000164253
OTP	5	76924538	76935513	-	ENSG00000171540
TBCA	5	76986991	77164604	-	ENSG00000171530
AP3B1	5	77296349	77590579	-	ENSG00000132842
SCAMP1	5	77656339	77776562	+	ENSG00000085365
LHFPL2	5	77781038	78065844	-	ENSG00000145685
ARSB	5	78073032	78281910	-	ENSG00000113273
DMGDH	5	78293438	78531861	-	ENSG00000132837
BHMT2	5	78365540	78385289	+	ENSG00000132840
BHMT	5	78407602	78428108	+	ENSG00000145692
AC016559.1	5	78523714	78523911	-	ENSG00000268012
JMY	5	78532012	78623038	+	ENSG00000152409
HOMER1	5	78668459	78810040	-	ENSG00000152413
PAPD4	5	78907943	78982471	+	ENSG00000164329
CMYA5	5	78985700	79096063	+	ENSG00000164309
MTX3	5	79275584	79287082	-	ENSG00000177034
THBS4	5	79287134	79379110	+	ENSG00000113296
SERINC5	5	79407050	79551898	-	ENSG00000164300
SPZ1	5	79615444	79617661	+	ENSG00000164299
ZFYVE16	5	79703832	79775169	+	ENSG00000039319
FAM151B	5	79783788	79838382	+	ENSG00000152380
ANKRD34B	5	79852574	79866307	-	ENSG00000189127
DHFR	5	79922047	79950802	-	ENSG00000228716
MTRNR2L2	5	79945819	79946855	-	ENSG00000271043
MSH3	5	79950467	80172279	+	ENSG00000113318
RASGRF2	5	80256491	80525975	+	ENSG00000113319
CKMT2	5	80529104	80562216	+	ENSG00000131730
ZCCHC9	5	80597409	80609116	+	ENSG00000131732
ACOT12	5	80625824	80689998	-	ENSG00000172497
SSBP2	5	80708840	81047616	-	ENSG00000145687
ATG10	5	81267844	81572676	+	ENSG00000152348
RPS23	5	81569177	81574396	-	ENSG00000186468
ATP6AP1L	5	81575281	81682796	+	ENSG00000205464
TMEM167A	5	82348665	82373682	-	ENSG00000174695
XRCC4	5	82373317	82649606	+	ENSG00000152422
VCAN	5	82767284	82878122	+	ENSG00000038427
HAPLN1	5	82933624	83017432	-	ENSG00000145681
EDIL3	5	83236373	83680611	-	ENSG00000164176
COX7C	5	85913721	85916779	+	ENSG00000127184
AC008394.1	5	86512423	86534822	-	ENSG00000233828
RASA1	5	86563705	86687748	+	ENSG00000145715
CCNH	5	86687311	86708836	-	ENSG00000134480
TMEM161B	5	87485450	87565293	-	ENSG00000164180
MEF2C	5	88013975	88199922	-	ENSG00000081189
CETN3	5	89688078	89705603	-	ENSG00000153140
MBLAC2	5	89754020	89770585	-	ENSG00000176055
POLR3G	5	89767565	89810370	+	ENSG00000113356
LYSMD3	5	89811428	89825401	-	ENSG00000176018
GPR98	5	89825161	90460038	+	ENSG00000164199
ARRDC3	5	90664541	90679176	-	ENSG00000113369
NR2F1	5	92919043	92930321	+	ENSG00000175745
FAM172A	5	92953775	93447404	-	ENSG00000113391
POU5F2	5	93070508	93077343	-	ENSG00000248483
KIAA0825	5	93488671	93954309	-	ENSG00000185261
ANKRD32	5	93954052	94075141	+	ENSG00000133302
MCTP1	5	94039446	94620279	-	ENSG00000175471
FAM81B	5	94727048	94786158	+	ENSG00000153347
TTC37	5	94799599	94890711	-	ENSG00000198677
ARSK	5	94890778	94940768	+	ENSG00000164291
GPR150	5	94955782	94957846	+	ENSG00000178015
RFESD	5	94982458	95020477	+	ENSG00000175449
SPATA9	5	94987885	95034415	-	ENSG00000145757
RHOBTB3	5	95049226	95160087	+	ENSG00000164292
GLRX	5	95087023	95158709	-	ENSG00000173221
C5orf27	5	95187936	95195837	+	ENSG00000236882
ELL2	5	95220802	95297775	-	ENSG00000118985
PCSK1	5	95726119	95769847	-	ENSG00000175426
CAST	5	95860971	96115299	+	ENSG00000153113
ERAP1	5	96096521	96143803	-	ENSG00000164307
CTD-2260A17.2	5	96149731	96271513	-	ENSG00000247121
ERAP2	5	96211643	96255420	+	ENSG00000164308
LNPEP	5	96271098	96373219	+	ENSG00000113441
CTD-2215E18.1	5	96424779	96519354	+	ENSG00000251606
LIX1	5	96427574	96478576	-	ENSG00000145721
RIOK2	5	96496571	96518964	-	ENSG00000058729
RGMB	5	98104354	98134347	+	ENSG00000174136
CHD1	5	98190908	98262240	-	ENSG00000153922
FAM174A	5	99871009	99922445	+	ENSG00000174132
ST8SIA4	5	100142639	100238970	-	ENSG00000113532
SLCO4C1	5	101569690	101632253	-	ENSG00000173930
AC008948.1	5	101569696	101571279	+	ENSG00000268424
SLCO6A1	5	101707486	101834720	-	ENSG00000205359
PAM	5	102089685	102366809	+	ENSG00000145730
GIN1	5	102421704	102455855	-	ENSG00000145723
PPIP5K2	5	102455853	102548500	+	ENSG00000145725
C5orf30	5	102594403	102614361	+	ENSG00000181751
NUDT12	5	102884556	102898494	-	ENSG00000112874
EFNA5	5	106712590	107006596	-	ENSG00000184349
FBXL17	5	107194736	107717799	-	ENSG00000145743
FER	5	108083523	108532542	+	ENSG00000151422
PJA2	5	108670410	108745695	-	ENSG00000198961
MAN2A1	5	109025067	109205326	+	ENSG00000112893
AC011366.3	5	109218883	109220452	+	ENSG00000254106
TMEM232	5	109624934	110074657	-	ENSG00000186952
SLC25A46	5	110073837	110100857	+	ENSG00000164209
TSLP	5	110405760	110413722	+	ENSG00000145777
WDR36	5	110427414	110466200	+	ENSG00000134987
CAMK4	5	110559351	110830584	+	ENSG00000152495
STARD4	5	110831731	110848288	-	ENSG00000164211
NREP	5	110998318	111333161	-	ENSG00000134986
EPB41L4A	5	111478138	111755013	-	ENSG00000129595
EPB41L4A-AS2	5	111755280	111756310	+	ENSG00000268358
APC	5	112043195	112181936	+	ENSG00000134982
CTC-554D6.1	5	112162910	112203279	+	ENSG00000258864
CTC-487M23.8	5	112196885	112228776	+	ENSG00000272869
SRP19	5	112196919	112205485	+	ENSG00000153037
REEP5	5	112212084	112258236	-	ENSG00000129625
ZRSR1	5	112227313	112228791	+	ENSG00000212643
DCP2	5	112312399	112356667	+	ENSG00000172795
MCC	5	112357796	112824527	-	ENSG00000171444
TSSK1B	5	112768251	112770728	-	ENSG00000212122
YTHDC2	5	112849380	112930982	+	ENSG00000047188
KCNN2	5	113696642	113832337	+	ENSG00000080709
TRIM36	5	114460459	114516243	-	ENSG00000152503
PGGT1B	5	114546527	114598569	-	ENSG00000164219
CCDC112	5	114602885	114632528	-	ENSG00000164221
FEM1C	5	114856608	114880591	-	ENSG00000145780
TICAM2	5	114914339	114961876	-	ENSG00000243414
TMED7-TICAM2	5	114914339	114961858	-	ENSG00000251201
TMED7	5	114949205	114968689	-	ENSG00000134970
CDO1	5	115140430	115152651	-	ENSG00000129596
ATG12	5	115163893	115177555	-	ENSG00000145782
AP3S1	5	115177178	115249778	+	ENSG00000177879
AQPEP	5	115298151	115363316	+	ENSG00000172901
CTD-2287O16.3	5	115358088	115394625	+	ENSG00000268714
ARL14EPL	5	115387163	115395815	+	ENSG00000268223
COMMD10	5	115420688	115748459	+	ENSG00000145781
SEMA6A	5	115779312	115910630	-	ENSG00000092421
DTWD2	5	118173017	118324240	-	ENSG00000169570
DMXL1	5	118373467	118584833	+	ENSG00000172869
TNFAIP8	5	118604387	118735383	+	ENSG00000145779
HSD17B4	5	118788138	118972894	+	ENSG00000133835
FAM170A	5	118965254	118971517	+	ENSG00000164334
PRR16	5	119799973	120023027	+	ENSG00000184838
FTMT	5	121187650	121188519	+	ENSG00000181867
SRFBP1	5	121297656	121411265	+	ENSG00000151304
LOX	5	121398890	121413980	-	ENSG00000113083
ZNF474	5	121465208	121515312	+	ENSG00000164185
SNCAIP	5	121647049	121799914	+	ENSG00000064692
SNX2	5	122110691	122165803	+	ENSG00000205302
SNX24	5	122179134	122365049	+	ENSG00000064652
PPIC	5	122358945	122372436	-	ENSG00000168938
PRDM6	5	122424816	122529960	+	ENSG00000061455
CEP120	5	122680579	122759286	-	ENSG00000168944
CSNK1G3	5	122847793	122952739	+	ENSG00000151292
ZNF608	5	123972608	124084500	-	ENSG00000168916
GRAMD3	5	125695824	125832186	+	ENSG00000155324
ALDH7A1	5	125877533	125931110	-	ENSG00000164904
PHAX	5	125935960	125962944	+	ENSG00000164902
C5orf48	5	125967414	125971979	+	ENSG00000196900
LMNB1	5	126112315	126172712	+	ENSG00000113368
MARCH3	5	126203406	126366500	-	ENSG00000173926
C5orf63	5	126378250	126409184	-	ENSG00000164241
MEGF10	5	126626523	126801429	+	ENSG00000145794
PRRC1	5	126853301	126890781	+	ENSG00000164244
CTXN3	5	126984736	126994322	+	ENSG00000205279
SLC12A2	5	127419458	127525380	+	ENSG00000064651
FBN2	5	127593601	127994878	-	ENSG00000138829
SLC27A6	5	127873706	128369335	+	ENSG00000113396
ISOC1	5	128430444	128449721	+	ENSG00000066583
ADAMTS19	5	128795958	129074376	+	ENSG00000145808
KIAA1024L	5	129083772	129102425	+	ENSG00000186367
CHSY3	5	129240165	129522327	+	ENSG00000198108
HINT1	5	130494720	130507428	-	ENSG00000169567
LYRM7	5	130506503	130541119	+	ENSG00000186687
CDC42SE2	5	130581186	130734140	+	ENSG00000158985
RAPGEF6	5	130759614	130970929	-	ENSG00000158987
CTC-432M15.3	5	130761584	131132676	-	ENSG00000273217
FNIP1	5	130977407	131132710	-	ENSG00000217128
ACSL6	5	131142683	131347936	-	ENSG00000164398
IL3	5	131396222	131398897	+	ENSG00000164399
CSF2	5	131409483	131411859	+	ENSG00000164400
P4HA2	5	131527531	131631008	-	ENSG00000072682
PDLIM4	5	131593364	131609147	+	ENSG00000131435
SLC22A4	5	131630136	131679899	+	ENSG00000197208
SLC22A5	5	131705444	131731306	+	ENSG00000197375
C5orf56	5	131746328	131811736	+	ENSG00000197536
IRF1	5	131817301	131826490	-	ENSG00000125347
IL5	5	131877136	131892530	-	ENSG00000113525
RAD50	5	131891711	131980313	+	ENSG00000113522
IL13	5	131991955	131996802	+	ENSG00000169194
IL4	5	132009678	132018368	+	ENSG00000113520
KIF3A	5	132028320	132073330	-	ENSG00000131437
CCNI2	5	132083137	132089856	+	ENSG00000205089
SEPT8	5	132086509	132142933	-	ENSG00000164402
SOWAHA	5	132149033	132152488	+	ENSG00000198944
SHROOM1	5	132157833	132166590	-	ENSG00000164403
GDF9	5	132196873	132202576	-	ENSG00000164404
UQCRQ	5	132202252	132203723	+	ENSG00000164405
LEAP2	5	132208014	132210738	+	ENSG00000164406
AFF4	5	132211071	132299326	-	ENSG00000072364
ZCCHC10	5	132332677	132362296	-	ENSG00000155329
HSPA4	5	132387654	132442141	+	ENSG00000170606
FSTL4	5	132532147	132948255	-	ENSG00000053108
C5orf15	5	133291201	133304478	-	ENSG00000113583
VDAC1	5	133307606	133340824	-	ENSG00000213585
TCF7	5	133450402	133487556	+	ENSG00000081059
SKP1	5	133484633	133512729	-	ENSG00000113558
CTD-2410N18.5	5	133502861	133561762	-	ENSG00000272772
PPP2CA	5	133530025	133561833	-	ENSG00000113575
CDKL3	5	133541305	133706738	-	ENSG00000006837
UBE2B	5	133706870	133727683	+	ENSG00000119048
CDKN2AIPNL	5	133737778	133747589	-	ENSG00000237190
JADE2	5	133860003	133918918	+	ENSG00000043143
SAR1B	5	133936834	133984961	-	ENSG00000152700
SEC24A	5	133984479	134063513	+	ENSG00000113615
CAMLG	5	134074191	134087847	+	ENSG00000164615
DDX46	5	134094469	134190823	+	ENSG00000145833
C5orf24	5	134181370	134195427	+	ENSG00000181904
TXNDC15	5	134209493	134237215	+	ENSG00000113621
PCBD2	5	134240596	134343649	+	ENSG00000132570
CATSPER3	5	134303596	134347392	+	ENSG00000152705
PITX1	5	134363425	134370503	-	ENSG00000069011
C5orf66	5	134368970	134691744	+	ENSG00000224186
H2AFY	5	134669590	134735604	-	ENSG00000113648
C5orf20	5	134779905	134783038	-	ENSG00000251380
TIFAB	5	134779908	134788089	-	ENSG00000255833
NEUROG1	5	134869991	134871639	-	ENSG00000181965
CXCL14	5	134906373	134914969	-	ENSG00000145824
SLC25A48	5	135170338	135224326	+	ENSG00000145832
IL9	5	135227935	135231516	-	ENSG00000145839
LECT2	5	135257968	135290723	-	ENSG00000145826
TGFBI	5	135364584	135399507	+	ENSG00000120708
SMAD5	5	135468534	135524435	+	ENSG00000113658
TRPC7	5	135548999	135732730	-	ENSG00000069018
SPOCK1	5	136310987	136934068	-	ENSG00000152377
KLHL3	5	136953189	137071779	-	ENSG00000146021
HNRNPA0	5	137087075	137090039	-	ENSG00000177733
MYOT	5	137203480	137223540	+	ENSG00000120729
PKD2L2	5	137223657	137278436	+	ENSG00000078795
FAM13B	5	137273649	137387650	-	ENSG00000031003
WNT8A	5	137419581	137428054	+	ENSG00000061492
NME5	5	137450866	137475132	-	ENSG00000112981
BRD8	5	137475455	137514675	-	ENSG00000112983
KIF20A	5	137514408	137523404	+	ENSG00000112984
CDC23	5	137523339	137549032	-	ENSG00000094880
GFRA3	5	137588068	137610360	-	ENSG00000146013
CDC25C	5	137620954	137674044	-	ENSG00000158402
FAM53C	5	137667624	137685416	+	ENSG00000120709
KDM3B	5	137688285	137772717	+	ENSG00000120733
REEP2	5	137774706	137782658	+	ENSG00000132563
EGR1	5	137801179	137805004	+	ENSG00000120738
ETF1	5	137841784	137878989	-	ENSG00000120705
HSPA9	5	137890571	137911133	-	ENSG00000113013
CTNNA1	5	137946656	138270723	+	ENSG00000044115
LRRTM2	5	138204612	138211057	-	ENSG00000146006
SIL1	5	138282409	138629246	-	ENSG00000120725
MATR3	5	138609441	138667360	+	ENSG00000015479
PAIP2	5	138677276	138705406	+	ENSG00000120727
SLC23A1	5	138702885	138720242	-	ENSG00000170482
MZB1	5	138723169	138725770	-	ENSG00000170476
PROB1	5	138727635	138730885	-	ENSG00000228672
SPATA24	5	138732252	138739777	-	ENSG00000170469
DNAJC18	5	138744279	138780180	-	ENSG00000170464
ECSCR	5	138784245	138842328	-	ENSG00000249751
AC138517.1	5	138852108	138852506	+	ENSG00000269071
TMEM173	5	138855119	138862520	-	ENSG00000184584
UBE2D2	5	138906016	139008018	+	ENSG00000131508
CXXC5	5	139026884	139063467	+	ENSG00000171604
PSD2	5	139175406	139224051	+	ENSG00000146005
NRG2	5	139226364	139422884	-	ENSG00000158458
PURA	5	139487362	139496321	+	ENSG00000185129
IGIP	5	139505521	139508391	+	ENSG00000182700
CYSTM1	5	139554227	139661637	+	ENSG00000120306
PFDN1	5	139624624	139682706	-	ENSG00000113068
HBEGF	5	139712428	139726216	-	ENSG00000113070
SLC4A9	5	139739787	139754728	+	ENSG00000113073
ANKHD1	5	139781399	139929163	+	ENSG00000131503
ANKHD1-EIF4EBP3	5	139781493	139929154	+	ENSG00000254996
SRA1	5	139916925	139937895	-	ENSG00000213523
EIF4EBP3	5	139927251	139929163	+	ENSG00000243056
APBB3	5	139937853	139973337	-	ENSG00000113108
SLC35A4	5	139944041	139948688	+	ENSG00000176087
CD14	5	140011313	140013286	-	ENSG00000170458
NDUFA2	5	140018325	140027370	-	ENSG00000131495
TMCO6	5	140019012	140024993	+	ENSG00000113119
IK	5	140026643	140042064	+	ENSG00000113141
WDR55	5	140044261	140053709	+	ENSG00000120314
DND1	5	140050379	140053171	-	ENSG00000256453
HARS	5	140052758	140071609	-	ENSG00000170445
HARS2	5	140071011	140078889	+	ENSG00000112855
ZMAT2	5	140078265	140086248	+	ENSG00000146007
PCDHA1	5	140165876	140391929	+	ENSG00000204970
PCDHA2	5	140174444	140391929	+	ENSG00000204969
PCDHA3	5	140180783	140391929	+	ENSG00000255408
PCDHA4	5	140186659	140391929	+	ENSG00000204967
PCDHA5	5	140201222	140391929	+	ENSG00000204965
PCDHA6	5	140207563	140391929	+	ENSG00000081842
PCDHA7	5	140213969	140391929	+	ENSG00000204963
PCDHA8	5	140220907	140391929	+	ENSG00000204962
PCDHA9	5	140227048	140391929	+	ENSG00000204961
PCDHA10	5	140235595	140391929	+	ENSG00000250120
AC005609.1	5	140240341	140243224	-	ENSG00000249034
PCDHA11	5	140248689	140391929	+	ENSG00000249158
PCDHA12	5	140255058	140391929	+	ENSG00000251664
PCDHA13	5	140261793	140391929	+	ENSG00000239389
PCDHAC1	5	140306302	140391929	+	ENSG00000248383
PCDHAC2	5	140345820	140391936	+	ENSG00000243232
PCDHB1	5	140430979	140433512	+	ENSG00000171815
PCDHB2	5	140474227	140476962	+	ENSG00000112852
PCDHB3	5	140480234	140483406	+	ENSG00000113205
PCDHB4	5	140501581	140505201	+	ENSG00000081818
PCDHB5	5	140514800	140517703	+	ENSG00000113209
PCDHB6	5	140529683	140532868	+	ENSG00000113211
PCDHB17	5	140535577	140538639	+	ENSG00000255622
PCDHB7	5	140552243	140555957	+	ENSG00000113212
PCDHB8	5	140557371	140560081	+	ENSG00000120322
PCDHB16	5	140560980	140565793	+	ENSG00000196963
PCDHB10	5	140571942	140575215	+	ENSG00000120324
PCDHB11	5	140579183	140582618	+	ENSG00000197479
PCDHB12	5	140588269	140591696	+	ENSG00000120328
PCDHB13	5	140593509	140596993	+	ENSG00000187372
PCDHB14	5	140602931	140605858	+	ENSG00000120327
PCDHB15	5	140625147	140627799	+	ENSG00000113248
SLC25A2	5	140682196	140683612	-	ENSG00000120329
TAF7	5	140698057	140700330	-	ENSG00000178913
PCDHGA1	5	140710252	140892546	+	ENSG00000204956
PCDHGA2	5	140718539	140892546	+	ENSG00000081853
PCDHGA3	5	140723601	140892546	+	ENSG00000254245
PCDHGB1	5	140729828	140892546	+	ENSG00000254221
PCDHGA4	5	140734768	140892546	+	ENSG00000262576
PCDHGB2	5	140739703	140892546	+	ENSG00000253910
PCDHGA5	5	140743898	140892546	+	ENSG00000253485
PCDHGB3	5	140749831	140892546	+	ENSG00000262209
PCDHGA6	5	140753651	140892546	+	ENSG00000253731
PCDHGA7	5	140762467	140892546	+	ENSG00000253537
PCDHGB4	5	140767452	140892546	+	ENSG00000253953
PCDHGA8	5	140772381	140892546	+	ENSG00000253767
PCDHGA9	5	140782520	140892546	+	ENSG00000261934
PCDHGB6	5	140787770	140892546	+	ENSG00000253305
PCDHGA10	5	140792743	140892546	+	ENSG00000253846
PCDHGB7	5	140797427	140892546	+	ENSG00000254122
PCDHGA11	5	140800762	140891835	+	ENSG00000253873
PCDHGA12	5	140810185	140892546	+	ENSG00000253159
PCDHGC3	5	140855580	140892542	+	ENSG00000240184
PCDHGC4	5	140864741	140892546	+	ENSG00000242419
PCDHGC5	5	140868808	140892546	+	ENSG00000240764
DIAPH1	5	140894583	140998622	-	ENSG00000131504
HDAC3	5	141000443	141016437	-	ENSG00000171720
RELL2	5	141016517	141020644	+	ENSG00000164620
FCHSD1	5	141018869	141030986	-	ENSG00000197948
ARAP3	5	141032968	141061788	-	ENSG00000120318
PCDH1	5	141232938	141258811	-	ENSG00000156453
KIAA0141	5	141303373	141321612	+	ENSG00000081791
PCDH12	5	141323150	141349304	-	ENSG00000113555
RNF14	5	141337893	141369856	+	ENSG00000013561
GNPDA1	5	141371314	141392606	-	ENSG00000113552
NDFIP1	5	141488070	141534005	+	ENSG00000131507
SPRY4	5	141689992	141706020	-	ENSG00000187678
FGF1	5	141971743	142077617	-	ENSG00000113578
ARHGAP26	5	142149949	142608576	+	ENSG00000145819
NR3C1	5	142657496	142815077	-	ENSG00000113580
HMHB1	5	143191726	143200284	+	ENSG00000158497
YIPF5	5	143537723	143550278	-	ENSG00000145817
KCTD16	5	143550396	143865249	+	ENSG00000183775
PRELID2	5	144851362	145214932	-	ENSG00000186314
GRXCR2	5	145239296	145252531	-	ENSG00000204928
SH3RF2	5	145316142	145461354	+	ENSG00000156463
PLAC8L1	5	145463949	145483932	-	ENSG00000173261
LARS	5	145492601	145562223	-	ENSG00000133706
RBM27	5	145583113	145718814	+	ENSG00000091009
POU4F3	5	145718587	145720083	+	ENSG00000091010
TCERG1	5	145826874	145891524	+	ENSG00000113649
GPR151	5	145892666	145895753	-	ENSG00000173250
PPP2R2B	5	145967936	146464347	-	ENSG00000156475
STK32A	5	146614526	146767415	+	ENSG00000169302
DPYSL3	5	146770374	146889619	-	ENSG00000113657
JAKMIP2	5	146967990	147162338	-	ENSG00000176049
SPINK1	5	147204131	147211349	-	ENSG00000164266
SCGB3A2	5	147250245	147261754	+	ENSG00000164265
C5orf46	5	147260289	147286101	-	ENSG00000178776
SPINK5	5	147405246	147516852	+	ENSG00000133710
SPINK14	5	147549296	147554961	+	ENSG00000196800
SPINK6	5	147582357	147594700	+	ENSG00000178172
SPINK13	5	147647743	147665817	+	ENSG00000214510
SPINK7	5	147691982	147695485	+	ENSG00000145879
AC091948.1	5	147698550	147701891	+	ENSG00000268126
SPINK9	5	147700766	147719412	+	ENSG00000204909
FBXO38	5	147763498	147822399	+	ENSG00000145868
HTR4	5	147830595	148056798	-	ENSG00000164270
ADRB2	5	148206156	148208196	+	ENSG00000169252
SH3TC2	5	148303202	148442726	-	ENSG00000169247
ABLIM3	5	148521046	148640105	+	ENSG00000173210
AFAP1L1	5	148651434	148721365	+	ENSG00000157510
GRPEL2	5	148724993	148734146	+	ENSG00000164284
PCYOX1L	5	148737570	148749216	+	ENSG00000145882
IL17B	5	148750887	148783765	-	ENSG00000127743
CSNK1A1	5	148871760	148931007	-	ENSG00000113712
ARHGEF37	5	148931510	149014531	+	ENSG00000183111
PPARGC1B	5	149109861	149234585	+	ENSG00000155846
PDE6A	5	149237519	149324356	-	ENSG00000132915
SLC26A2	5	149340300	149373018	+	ENSG00000155850
TIGD6	5	149372681	149380730	-	ENSG00000164296
HMGXB3	5	149379884	149432386	+	ENSG00000113716
