gene_symbol	chrom	start	end	strand	ensembl_id
TULP4	6	158232236	158511828	+	ENSG00000130338
TMEM181	6	158536436	158635435	+	ENSG00000146433
DYNLT1	6	158636474	158644755	-	ENSG00000146425
SYTL3	6	158644387	158768355	+	ENSG00000164674
EZR	6	158765741	158819413	-	ENSG00000092820
RSPH3	6	158970084	159000202	-	ENSG00000130363
TAGAP	6	159034481	159095823	-	ENSG00000164691
FNDC1	6	159169353	159272112	+	ENSG00000164694
SOD2	6	159669069	159762529	-	ENSG00000291237
WTAP	6	159716432	159756319	+	ENSG00000146457
ACAT2	6	159761981	159779821	+	ENSG00000120437
TCP1	6	159778498	159789703	-	ENSG00000120438
MRPL18	6	159789812	159799027	+	ENSG00000112110
PNLDC1	6	159800249	159820704	+	ENSG00000146453
MAS1	6	159890988	159917447	+	ENSG00000130368
IGF2R	6	159969082	160113507	+	ENSG00000197081
SLC22A1	6	160121815	160159398	+	ENSG00000175003
SLC22A2	6	160171061	160277638	-	ENSG00000112499
SLC22A3	6	160348373	160452577	+	ENSG00000146477
LPA	6	160531482	160664275	-	ENSG00000198670
PLG	6	160702105	160754097	+	ENSG00000122194
MAP3K4	6	160991473	161117385	+	ENSG00000085511
AGPAT4	6	161129967	161274095	-	ENSG00000026652
PRKN	6	161347417	162727775	-	ENSG00000185345
PACRG	6	162727132	163315500	+	ENSG00000112530
QKI	6	163414000	163578592	+	ENSG00000112531
C6orf118	6	165279664	165309605	-	ENSG00000112539
PDE10A	6	165327287	165988117	-	ENSG00000112541
TBXT	6	166157656	166168815	-	ENSG00000164458
PRR18	6	166305300	166308448	-	ENSG00000176381
SFT2D1	6	166319724	166342590	-	ENSG00000198818
MPC1	6	166364919	166383013	-	ENSG00000060762
RPS6KA2	6	166409364	166906451	-	ENSG00000071242
RAMACL	6	166583009	166586678	-	ENSG00000235272
RNASET2	6	166922113	166957448	-	ENSG00000026297
CEP43	6	166999174	167052718	+	ENSG00000213066
CCR6	6	167111795	167139141	+	ENSG00000112486
GPR31	6	167155247	167157980	-	ENSG00000120436
UNC93A	6	167269010	167316028	+	ENSG00000112494
TTLL2	6	167325071	167359503	+	ENSG00000120440
AFDN	6	167826859	167972023	+	ENSG00000130396
KIF25	6	167996241	168045091	+	ENSG00000125337
FRMD1	6	168053095	168101511	-	ENSG00000153303
DACT2	6	168292830	168319777	-	ENSG00000164488
SMOC2	6	168440656	168673445	+	ENSG00000112562
THBS2	6	169215780	169254060	-	ENSG00000186340
WDR27	6	169457211	169702729	-	ENSG00000184465
C6orf120	6	169702126	169706360	+	ENSG00000185127
PHF10	6	169703902	169725566	-	ENSG00000130024
DYNLT2	6	169740106	169751587	-	ENSG00000184786
ERMARD	6	169751567	169781600	+	ENSG00000130023
DLL1	6	170282202	170306565	-	ENSG00000198719
FAM120B	6	170290703	170407067	+	ENSG00000112584
PSMB1	6	170535116	170553327	-	ENSG00000008018
TBP	6	170554302	170572870	+	ENSG00000112592
PDCD2	6	170575295	170584692	-	ENSG00000071994
FAM20C	7	192034	260772	+	ENSG00000177706
FOXL3	7	290170	294422	+	ENSG00000248767
PDGFA	7	497258	520695	-	ENSG00000197461
PRKAR1B	7	549196	728268	-	ENSG00000188191
DNAAF5	7	726690	786475	+	ENSG00000164818
SUN1	7	816591	896435	+	ENSG00000164828
GET4	7	876486	896436	+	ENSG00000239857
ADAP1	7	897900	955407	-	ENSG00000105963
COX19	7	898778	975549	-	ENSG00000240230
CYP2W1	7	983181	989640	+	ENSG00000073067
CHLSN	7	996973	1138313	-	ENSG00000146540
GPR146	7	1044537	1059269	+	ENSG00000164849
GPER1	7	1082208	1094511	+	ENSG00000164850
ZFAND2A	7	1151903	1160771	-	ENSG00000178381
UNCX	7	1232872	1237326	+	ENSG00000164853
MICALL2	7	1428465	1459496	-	ENSG00000164877
INTS1	7	1470276	1504418	-	ENSG00000164880
MAFK	7	1530702	1543049	+	ENSG00000198517
TMEM184A	7	1542235	1560821	-	ENSG00000164855
PSMG3	7	1567332	1571078	-	ENSG00000157778
ELFN1	7	1665745	1747946	+	ENSG00000225968
MAD1L1	7	1815787	2233243	-	ENSG00000002822
MRM2	7	2234195	2242205	-	ENSG00000122687
NUDT1	7	2242203	2251824	+	ENSG00000106268
SNX8	7	2251770	2354318	-	ENSG00000106266
EIF3B	7	2354086	2380747	+	ENSG00000106263
CHST12	7	2403442	2448484	+	ENSG00000136213
GRIFIN	7	2474728	2476894	-	ENSG00000275572
LFNG	7	2512529	2529177	+	ENSG00000106003
BRAT1	7	2537810	2555782	-	ENSG00000106009
IQCE	7	2558972	2614733	+	ENSG00000106012
TTYH3	7	2631919	2664816	+	ENSG00000136295
AMZ1	7	2679276	2775500	+	ENSG00000174945
GNA12	7	2721822	2870786	-	ENSG00000146535
CARD11	7	2906141	3044228	-	ENSG00000198286
SDK1	7	3301252	4269000	+	ENSG00000146555
FOXK1	7	4682295	4771442	+	ENSG00000164916
AP5Z1	7	4775615	4794397	+	ENSG00000242802
RADIL	7	4797055	4883716	-	ENSG00000157927
PAPOLB	7	4857738	4862030	-	ENSG00000218823
MMD2	7	4905989	4959212	-	ENSG00000136297
RBAK-RBAKDN	7	4983718	5073221	+	ENSG00000272968
RBAK	7	5045821	5069491	+	ENSG00000146587
RBAKDN	7	5072125	5073223	+	ENSG00000273313
WIPI2	7	5190182	5233840	+	ENSG00000157954
SLC29A4	7	5274369	5307194	+	ENSG00000164638
TNRC18	7	5306790	5425414	-	ENSG00000182095
FBXL18	7	5431335	5513809	-	ENSG00000155034
ACTB	7	5526409	5563902	-	ENSG00000075624
FSCN1	7	5592809	5606655	+	ENSG00000075618
RNF216	7	5620047	5781696	-	ENSG00000011275
OCM	7	5879827	5886363	+	ENSG00000122543
CCZ1	7	5898692	5926550	+	ENSG00000122674
RSPH10B	7	5925550	5970702	-	ENSG00000155026
PMS2	7	5970925	6009130	-	ENSG00000122512
AIMP2	7	6009255	6023834	+	ENSG00000106305
EIF2AK1	7	6022247	6059231	-	ENSG00000086232
ANKRD61	7	6031376	6036552	+	ENSG00000157999
USP42	7	6104934	6161565	+	ENSG00000106346
CYTH3	7	6161776	6272650	-	ENSG00000008256
FAM220A	7	6329411	6348981	-	ENSG00000178397
SMIM10L3	7	6329411	6348967	-	ENSG00000286075
RAC1	7	6374098	6403998	+	ENSG00000136238
DAGLB	7	6407846	6484190	-	ENSG00000164535
KDELR2	7	6445953	6484193	-	ENSG00000136240
GRID2IP	7	6496778	6551461	-	ENSG00000215045
ZDHHC4	7	6577405	6589374	+	ENSG00000136247
INTS15	7	6589978	6608726	+	ENSG00000146576
ZNF853	7	6615348	6624290	+	ENSG00000236609
ZNF316	7	6637298	6658279	+	ENSG00000205903
ZNF12	7	6688433	6706947	-	ENSG00000164631
RSPH10B2	7	6754101	6799365	+	ENSG00000169402
CCZ1B	7	6794134	6826770	-	ENSG00000146574
C1GALT1	7	7156934	7248616	+	ENSG00000106392
COL28A1	7	7356203	7535873	-	ENSG00000215018
MIOS	7	7566823	7609140	+	ENSG00000164654
RPA3	7	7634843	7718607	-	ENSG00000106399
UMAD1	7	7640661	7968020	+	ENSG00000219545
GLCCI1	7	7968796	8094272	+	ENSG00000106415
ICA1	7	8113181	8262687	-	ENSG00000003147
NXPH1	7	8433609	8752961	+	ENSG00000122584
NDUFA4	7	10931943	10940531	-	ENSG00000189043
PHF14	7	10973336	11169623	+	ENSG00000106443
THSD7A	7	11370365	11832198	-	ENSG00000005108
TMEM106B	7	12211042	12243367	+	ENSG00000106460
VWDE	7	12330201	12403941	-	ENSG00000146530
C7orf78	7	12469621	12542222	+	ENSG00000226690
SCIN	7	12570577	12660182	+	ENSG00000006747
ARL4A	7	12686602	12690958	+	ENSG00000122644
ETV1	7	13891229	13991425	-	ENSG00000006468
DGKB	7	14145049	14974833	-	ENSG00000136267
AGMO	7	15200317	15562017	-	ENSG00000187546
MEOX2	7	15611211	15686818	-	ENSG00000106511
CRPPA	7	16087525	16502504	-	ENSG00000214960
SOSTDC1	7	16461481	16530580	-	ENSG00000171243
LRRC72	7	16526825	16581568	+	ENSG00000205858
ANKMY2	7	16599779	16645831	-	ENSG00000106524
BZW2	7	16644653	16706771	+	ENSG00000136261
TSPAN13	7	16753745	16784536	+	ENSG00000106537
AGR2	7	16791387	16833433	-	ENSG00000106541
AGR3	7	16859412	16881987	-	ENSG00000173467
AHR	7	16916359	17346152	+	ENSG00000106546
SNX13	7	17790761	17940712	-	ENSG00000071189
PRPS1L1	7	18026770	18027846	-	ENSG00000229937
HDAC9	7	18086949	19002416	+	ENSG00000048052
TWIST1	7	19020991	19117636	-	ENSG00000122691
FERD3L	7	19144782	19145421	-	ENSG00000146618
POLR1F	7	19695461	19709045	-	ENSG00000105849
TMEM196	7	19719315	19773617	-	ENSG00000173452
MACC1	7	20134655	20217457	-	ENSG00000183742
ITGB8	7	20330609	20415754	+	ENSG00000105855
ABCB5	7	20615667	20777038	+	ENSG00000004846
SP8	7	20782279	20786886	-	ENSG00000164651
SP4	7	21428043	21514822	+	ENSG00000105866
DNAH11	7	21543039	21901839	+	ENSG00000105877
CDCA7L	7	21899974	21946219	-	ENSG00000164649
RAPGEF5	7	22118236	22357154	-	ENSG00000136237
STEAP1B	7	22417857	22727613	-	ENSG00000105889
IL6	7	22725884	22732002	+	ENSG00000136244
TOMM7	7	22812628	22822849	-	ENSG00000196683
HYCC1	7	22889371	23014130	-	ENSG00000122591
KLHL7	7	23105757	23177914	+	ENSG00000122550
NUP42	7	23181841	23201011	+	ENSG00000136243
GPNMB	7	23235967	23275108	+	ENSG00000136235
MALSU1	7	23298739	23311729	+	ENSG00000156928
IGF2BP3	7	23310209	23470491	-	ENSG00000136231
TRA2A	7	23504780	23532041	-	ENSG00000164548
CCDC126	7	23597377	23644712	+	ENSG00000169193
FAM221A	7	23680114	23703249	+	ENSG00000188732
STK31	7	23710203	23832513	+	ENSG00000196335
NPY	7	24284188	24291862	+	ENSG00000122585
PALS2	7	24572936	24694193	+	ENSG00000105926
GSDME	7	24698355	24757940	-	ENSG00000105928
OSBPL3	7	24796540	24981634	-	ENSG00000070882
CYCS	7	25118656	25125266	-	ENSG00000172115
SPMIP4	7	25134692	25180356	-	ENSG00000153790
NPVF	7	25224570	25228486	-	ENSG00000105954
NFE2L3	7	26152190	26187137	+	ENSG00000050344
HNRNPA2B1	7	26171151	26201529	-	ENSG00000122566
CBX3	7	26201162	26213607	+	ENSG00000122565
SNX10	7	26291862	26374383	+	ENSG00000086300
SKAP2	7	26667003	26995239	-	ENSG00000005020
HOXA1	7	27092993	27096000	-	ENSG00000105991
HOXA2	7	27100354	27102686	-	ENSG00000105996
HOXA3	7	27106184	27152610	-	ENSG00000105997
HOXA4	7	27128507	27130780	-	ENSG00000197576
HOXA5	7	27141052	27143681	-	ENSG00000106004
HOXA6	7	27145396	27150603	-	ENSG00000106006
HOXA7	7	27153716	27157936	-	ENSG00000122592
HOXA10-HOXA9	7	27162438	27180239	-	ENSG00000257184
HOXA9	7	27162438	27175180	-	ENSG00000078399
HOXA10	7	27170605	27180261	-	ENSG00000253293
HOXA11	7	27181157	27185232	-	ENSG00000005073
HOXA13	7	27193503	27200091	-	ENSG00000106031
EVX1	7	27242700	27250493	+	ENSG00000106038
HIBADH	7	27525440	27662988	-	ENSG00000106049
TAX1BP1	7	27739331	27844564	+	ENSG00000106052
JAZF1	7	27830573	28180992	-	ENSG00000153814
CREB5	7	28299321	28825894	+	ENSG00000146592
TRIL	7	28953358	28958330	-	ENSG00000255690
CPVL	7	28994636	29195451	-	ENSG00000106066
CHN2	7	29146547	29514334	+	ENSG00000106069
PRR15	7	29563775	29567306	+	ENSG00000176532
WIPF3	7	29806486	29917061	+	ENSG00000122574
SCRN1	7	29920104	29990289	-	ENSG00000136193
FKBP14	7	30010587	30026702	-	ENSG00000106080
PLEKHA8	7	30027404	30130483	+	ENSG00000106086
MTURN	7	30134986	30162765	+	ENSG00000180354
ZNRF2	7	30284418	30370457	+	ENSG00000180233
NOD1	7	30424527	30478789	-	ENSG00000106100
GGCT	7	30496620	30504850	-	ENSG00000006625
GARS1	7	30580533	30634033	+	ENSG00000106105
CRHR2	7	30651444	30700129	-	ENSG00000106113
INMT	7	30697985	30757602	+	ENSG00000241644
INMT-MINDY4	7	30752137	30892081	+	ENSG00000254959
MINDY4	7	30771417	30892387	+	ENSG00000106125
AQP1	7	30911720	30925517	+	ENSG00000240583
GHRHR	7	30938669	30993254	+	ENSG00000106128
ADCYAP1R1	7	31052308	31111475	+	ENSG00000078549
NEUROD6	7	31337465	31340726	-	ENSG00000164600
ITPRID1	7	31514090	31656504	+	ENSG00000180347
PPP1R17	7	31687215	31708457	+	ENSG00000106341
PDE1C	7	31751179	32428131	-	ENSG00000154678
LSM5	7	32485338	32495283	-	ENSG00000106355
AVL9	7	32495426	32588726	+	ENSG00000105778
KBTBD2	7	32868166	32894131	-	ENSG00000170852
FKBP9	7	32957404	33006930	+	ENSG00000122642
NT5C3A	7	33014113	33062824	-	ENSG00000122643
RP9	7	33094797	33109405	-	ENSG00000164610
BBS9	7	33109557	33877180	+	ENSG00000122507
BMPER	7	33904308	34156427	+	ENSG00000164619
NPSR1	7	34658218	34878332	+	ENSG00000187258
DPY19L1	7	34921469	35038271	-	ENSG00000173852
TBX20	7	35202430	35254100	-	ENSG00000164532
HERPUD2	7	35632659	35697459	-	ENSG00000122557
SEPTIN7	7	35800932	35907110	+	ENSG00000122545
EEPD1	7	36153075	36301557	+	ENSG00000122547
MATCAP2	7	36324152	36390125	-	ENSG00000164542
ANLN	7	36389727	36453791	+	ENSG00000011426
AOAH	7	36509308	36724549	-	ENSG00000136250
ELMO1	7	36852906	37449223	-	ENSG00000155849
GPR141	7	37683721	37833788	+	ENSG00000187037
NME8	7	37848597	37900397	+	ENSG00000086288
SFRP4	7	37905932	38025695	-	ENSG00000106483
EPDR1	7	37920640	37951936	+	ENSG00000086289
STARD3NL	7	38178245	38230671	+	ENSG00000010270
TARP	7	38259643	38273636	-	ENSG00000289746
AMPH	7	38383700	38631507	-	ENSG00000078053
CFAP144P1	7	38685346	38687037	-	ENSG00000164556
VPS41	7	38722974	38932394	-	ENSG00000006715
POU6F2	7	38977909	39493095	+	ENSG00000106536
YAE1	7	39566379	39612089	+	ENSG00000241127
RALA	7	39623445	39708124	+	ENSG00000006451
CDK13	7	39950121	40099580	+	ENSG00000065883
MPLKIP	7	40126027	40134622	-	ENSG00000168303
SUGCT	7	40134044	40861613	+	ENSG00000175600
INHBA	7	41667168	41705834	-	ENSG00000122641
GLI3	7	41960949	42264265	-	ENSG00000106571
C7orf25	7	42908619	42912518	-	ENSG00000136197
PSMA2	7	42916828	42932223	-	ENSG00000106588
MRPL32	7	42932346	42948958	+	ENSG00000106591
HECW1	7	43112629	43566001	+	ENSG00000002746
STK17A	7	43582758	43650713	+	ENSG00000164543
COA1	7	43608456	43729857	-	ENSG00000106603
BLVRA	7	43758009	43808097	+	ENSG00000106605
MRPS24	7	43866557	43869893	-	ENSG00000062582
URGCP-MRPS24	7	43866558	43906589	-	ENSG00000270617
URGCP	7	43875894	43926411	-	ENSG00000106608
UBE2D4	7	43926436	43956136	+	ENSG00000078967
SPDYE1	7	43997897	44010124	+	ENSG00000136206
DBNL	7	44044628	44069456	+	ENSG00000136279
PGAM2	7	44062727	44065605	-	ENSG00000164708
POLM	7	44070915	44082530	-	ENSG00000122678
AEBP1	7	44104295	44114565	+	ENSG00000106624
POLD2	7	44114631	44124407	-	ENSG00000106628
MYL7	7	44138864	44143179	-	ENSG00000106631
GCK	7	44143213	44198170	-	ENSG00000106633
YKT6	7	44200959	44214294	+	ENSG00000106636
CAMK2B	7	44209993	44334577	-	ENSG00000058404
NUDCD3	7	44379119	44490690	-	ENSG00000015676
NPC1L1	7	44512535	44541330	-	ENSG00000015520
DDX56	7	44565418	44575051	-	ENSG00000136271
TMED4	7	44576392	44582287	-	ENSG00000158604
OGDH	7	44606549	44709070	+	ENSG00000105953
ZMIZ2	7	44748560	44770112	+	ENSG00000122515
PPIA	7	44796678	44824564	+	ENSG00000196262
H2AZ2	7	44826791	44848146	-	ENSG00000105968
PURB	7	44876299	44885530	-	ENSG00000146676
MYO1G	7	44962662	44979813	-	ENSG00000136286
CCM2	7	44999475	45076469	+	ENSG00000136280
NACAD	7	45080437	45088969	-	ENSG00000136274
TBRG4	7	45097584	45112048	-	ENSG00000136270
RAMP3	7	45157648	45188665	+	ENSG00000122679
ADCY1	7	45574140	45723116	+	ENSG00000164742
CCDC201	7	45859994	45873082	-	ENSG00000283247
IGFBP1	7	45888360	45893660	+	ENSG00000146678
IGFBP3	7	45912245	45921874	-	ENSG00000146674
TNS3	7	47275154	47582558	-	ENSG00000136205
PKD1L1	7	47740202	47948466	-	ENSG00000158683
HUS1	7	47961882	47979682	-	ENSG00000136273
SUN3	7	47987148	48029119	-	ENSG00000164744
C7orf57	7	48035501	48061304	+	ENSG00000164746
UPP1	7	48088628	48108736	+	ENSG00000183696
ABCA13	7	48171458	48647497	+	ENSG00000179869
CDC14C	7	48924547	48927454	+	ENSG00000218305
VWC2	7	49772822	49921950	+	ENSG00000188730
ZPBP	7	49850421	50121329	-	ENSG00000042813
SPMIP7	7	50095883	50159256	+	ENSG00000164500
IKZF1	7	50303412	50405101	+	ENSG00000185811
FIGNL1	7	50444128	50450406	-	ENSG00000132436
DDC	7	50458436	50565468	-	ENSG00000132437
GRB10	7	50590063	50793462	-	ENSG00000106070
COBL	7	51016211	51317187	-	ENSG00000106078
POM121L12	7	53035633	53036925	+	ENSG00000221900
VSTM2A	7	54542325	54571080	+	ENSG00000170419
SEC61G	7	54752180	54759974	-	ENSG00000132432
EGFR	7	55018820	55211628	+	ENSG00000146648
LANCL2	7	55365337	55433741	+	ENSG00000132434
VOPP1	7	55436056	55572988	-	ENSG00000154978
SEPTIN14	7	55793540	55862755	-	ENSG00000154997
ZNF713	7	55887456	55942530	+	ENSG00000178665
MRPS17	7	55950705	55956500	+	ENSG00000239789
NIPSNAP2	7	55951793	56000181	+	ENSG00000146729
PSPH	7	56010312	56051604	-	ENSG00000146733
CCT6A	7	56051685	56063991	+	ENSG00000146731
SUMF2	7	56064002	56080670	+	ENSG00000129103
PHKG1	7	56079923	56093012	-	ENSG00000164776
CHCHD2	7	56094567	56106505	-	ENSG00000106153
NUPR2	7	56114681	56116417	-	ENSG00000185290
ZNF479	7	57117676	57139864	-	ENSG00000185177
ZNF716	7	57450177	57473559	+	ENSG00000182111
ZNF722	7	63998849	64018081	+	ENSG00000241149
ZNF727	7	64045429	64114556	+	ENSG00000214652
ZNF735	7	64207203	64220290	+	ENSG00000223614
ZNF679	7	64228474	64266931	+	ENSG00000197123
ZNF736	7	64307459	64356634	+	ENSG00000234444
ZNF680	7	64519878	64563078	-	ENSG00000173041
ZNF107	7	64666099	64711577	+	ENSG00000196247
ZNF138	7	64794388	64833681	+	ENSG00000197008
ZNF273	7	64870172	64930981	+	ENSG00000198039
ZNF117	7	64970663	65006687	-	ENSG00000152926
ERV3-1	7	64990356	65006743	-	ENSG00000213462
ZNF92	7	65373799	65401136	+	ENSG00000146757
VKORC1L1	7	65873074	65959563	+	ENSG00000196715
GUSB	7	65960677	65982283	-	ENSG00000169919
ASL	7	66075800	66094697	+	ENSG00000126522
CRCP	7	66114604	66154568	+	ENSG00000241258
TPST1	7	66205289	66420549	+	ENSG00000169902
KCTD7	7	66628881	66649067	+	ENSG00000243335
RABGEF1	7	66682105	66811464	+	ENSG00000154710
TMEM248	7	66921171	66958551	+	ENSG00000106609
SBDS	7	66987680	66995693	-	ENSG00000126524
TYW1	7	66995173	67239521	+	ENSG00000198874
SPDYE21	7	67276941	67289005	+	ENSG00000230358
AUTS2	7	69598296	70793506	+	ENSG00000158321
GALNT17	7	71132144	71713600	+	ENSG00000185274
CALN1	7	71779491	72447151	-	ENSG00000183166
TYW1B	7	72558744	72828260	-	ENSG00000277149
POM121	7	72879349	72951440	+	ENSG00000196313
TRIM74	7	72959485	72969466	-	ENSG00000155428
SPDYE8	7	73019719	73029766	-	ENSG00000273520
SPDYE11	7	73047862	73057911	-	ENSG00000275976
SPDYE9	7	73075972	73086038	-	ENSG00000262461
SPDYE10	7	73104008	73155431	-	ENSG00000274570
NSUN5	7	73302516	73308867	-	ENSG00000130305
TRIM50	7	73312536	73328082	-	ENSG00000146755
FKBP6	7	73328161	73358637	+	ENSG00000077800
FZD9	7	73433778	73436120	+	ENSG00000188763
BAZ1B	7	73440406	73522293	-	ENSG00000009954
BCL7B	7	73536355	73557699	-	ENSG00000106635
TBL2	7	73567537	73578791	-	ENSG00000106638
MLXIPL	7	73593194	73624568	-	ENSG00000009950
VPS37D	7	73667831	73672112	+	ENSG00000176428
DNAJC30	7	73680918	73683453	-	ENSG00000176410
BUD23	7	73683568	73698228	+	ENSG00000071462
STX1A	7	73699205	73719691	-	ENSG00000106089
ABHD11	7	73736091	73738863	-	ENSG00000106077
CLDN3	7	73768997	73770270	-	ENSG00000165215
CLDN4	7	73799542	73832690	+	ENSG00000189143
METTL27	7	73834012	73842539	-	ENSG00000165171
TMEM270	7	73861159	73865890	+	ENSG00000175877
ELN	7	74027789	74069909	+	ENSG00000049540
LIMK1	7	74082933	74122527	+	ENSG00000106683
EIF4H	7	74174231	74197122	+	ENSG00000106682
LAT2	7	74199652	74234454	+	ENSG00000086730
RFC2	7	74223231	74254458	-	ENSG00000049541
CLIP2	7	74289407	74405943	+	ENSG00000106665
GTF2IRD1	7	74452463	74602619	+	ENSG00000006704
GTF2I	7	74650231	74760706	+	ENSG00000263001
NCF1	7	74773975	74789376	+	ENSG00000158517
GTF2IRD2	7	74796144	74851611	-	ENSG00000196275
SPDYE12	7	74904289	74915078	-	ENSG00000184616
CASTOR2	7	74964705	75031528	+	ENSG00000274070
RCC1L	7	75027122	75074228	-	ENSG00000274523
GTF2IRD2B	7	75092396	75149818	+	ENSG00000174428
SPDYE13	7	75280790	75289501	+	ENSG00000286038
SPDYE14	7	75307376	75317429	+	ENSG00000286137
SPDYE15	7	75335343	75345396	+	ENSG00000286014
TRIM73	7	75395063	75410996	+	ENSG00000178809
POM121C	7	75416784	75486358	-	ENSG00000272391
SPDYE5	7	75492320	75504316	+	ENSG00000170092
HIP1	7	75533298	75738986	-	ENSG00000127946
CCL26	7	75769533	75789896	-	ENSG00000006606
CCL24	7	75810825	75823943	-	ENSG00000106178
RHBDD2	7	75842602	75888927	+	ENSG00000005486
POR	7	75899200	75986855	+	ENSG00000127948
TMEM120A	7	75986831	75994656	-	ENSG00000189077
STYXL1	7	75996315	76048809	-	ENSG00000127952
MDH2	7	76048050	76067508	+	ENSG00000146701
SRRM3	7	76201896	76287288	+	ENSG00000177679
HSPB1	7	76302673	76305813	+	ENSG00000106211
YWHAG	7	76326799	76358991	-	ENSG00000170027
SSC4D	7	76389017	76409744	-	ENSG00000146700
ZP3	7	76397518	76442071	+	ENSG00000188372
DTX2	7	76461656	76506471	+	ENSG00000091073
UPK3B	7	76510525	76516522	+	ENSG00000243566
SPDYE16	7	76531313	76543297	-	ENSG00000185040
POMZP3	7	76601809	76627288	-	ENSG00000146707
SPDYE17	7	77022306	77032361	-	ENSG00000186645
SPDYE18	7	77050391	77063938	-	ENSG00000205482
CCDC146	7	77122434	77329533	+	ENSG00000135205
FGL2	7	77193369	77199848	-	ENSG00000127951
GSAP	7	77310751	77416419	-	ENSG00000186088
PTPN12	7	77537295	77640072	+	ENSG00000127947
RSBN1L	7	77696459	77783022	+	ENSG00000187257
TMEM60	7	77793728	77799484	-	ENSG00000135211
PHTF2	7	77798761	77957503	+	ENSG00000006576
MAGI2	7	78017055	79453667	-	ENSG00000187391
GNAI1	7	79768028	80226181	+	ENSG00000127955
CD36	7	80369532	80679277	+	ENSG00000135218
GNAT3	7	80458635	80512064	-	ENSG00000214415
SEMA3C	7	80742538	80922379	-	ENSG00000075223
HGF	7	81699010	81770438	-	ENSG00000019991
CACNA2D1	7	81946444	82443970	-	ENSG00000153956
PCLO	7	82754012	83162930	-	ENSG00000186472
SEMA3E	7	83363238	83649139	-	ENSG00000170381
SEMA3A	7	83955777	84492939	-	ENSG00000075213
SEMA3D	7	84995195	85187056	-	ENSG00000153993
GRM3	7	86643909	86864884	+	ENSG00000198822
ELAPOR2	7	86876906	87059693	-	ENSG00000164659
DMTF1	7	87152409	87196337	+	ENSG00000135164
TMEM243	7	87196158	87220597	-	ENSG00000135185
CROT	7	87345664	87399800	+	ENSG00000005469
ABCB4	7	87401696	87480435	-	ENSG00000005471
ABCB1	7	87503017	87713375	-	ENSG00000085563
RUNDC3B	7	87627548	87832296	+	ENSG00000105784
SLC25A40	7	87833561	87876404	-	ENSG00000075303
DBF4	7	87876216	87909553	+	ENSG00000006634
ADAM22	7	87934136	88202889	+	ENSG00000008277
SRI	7	88205115	88226993	-	ENSG00000075142
STEAP4	7	88270892	88307010	-	ENSG00000127954
ZNF804B	7	88759700	89338528	+	ENSG00000182348
TEX47	7	88794106	88795737	-	ENSG00000164645
STEAP1	7	90154436	90164829	+	ENSG00000164647
STEAP2	7	90167590	90238137	+	ENSG00000157214
CFAP69	7	90245161	90311063	+	ENSG00000105792
FAM237B	7	90316503	90321304	-	ENSG00000283267
GTPBP10	7	90335223	90391453	+	ENSG00000105793
CLDN12	7	90383721	90513402	+	ENSG00000157224
CDK14	7	90466424	91210590	+	ENSG00000058091
PTTG1IP2	7	90469639	90513397	+	ENSG00000251154
FZD1	7	91264433	91271326	+	ENSG00000157240
MTERF1	7	91692008	91880727	-	ENSG00000127989
AKAP9	7	91940840	92110673	+	ENSG00000127914
CYP51A1	7	92084987	92134803	-	ENSG00000001630
LRRD1	7	92141643	92179531	-	ENSG00000240720
KRIT1	7	92197498	92246166	-	ENSG00000001631
ANKIB1	7	92245973	92402070	+	ENSG00000001629
GATAD1	7	92447482	92460075	+	ENSG00000157259
ERVW-1	7	92468380	92477986	-	ENSG00000242950
PEX1	7	92487020	92528640	-	ENSG00000127980
RBM48	7	92528773	92540481	+	ENSG00000127993
FAM133B	7	92560758	92590409	-	ENSG00000234545
CDK6	7	92604921	92836591	-	ENSG00000105810
SAMD9	7	93099513	93118023	-	ENSG00000205413
SAMD9L	7	93130056	93148385	-	ENSG00000177409
HEPACAM2	7	93188534	93226559	-	ENSG00000188175
VPS50	7	93232340	93361123	+	ENSG00000004766
CALCR	7	93424486	93575738	-	ENSG00000004948
GNGT1	7	93591329	93911265	+	ENSG00000127928
TFPI2	7	93885396	93890753	-	ENSG00000105825
GNG11	7	93921735	93928610	+	ENSG00000127920
BET1	7	93962762	94004382	-	ENSG00000105829
COL1A2	7	94394820	94431227	+	ENSG00000164692
CASD1	7	94509219	94557302	+	ENSG00000127995
SGCE	7	94524204	94656572	-	ENSG00000127990
PEG10	7	94656325	94669695	+	ENSG00000242265
PPP1R9A	7	94907202	95296415	+	ENSG00000158528
PON1	7	95297173	95324710	-	ENSG00000005421
PON3	7	95357618	95396493	-	ENSG00000105852
PON2	7	95404861	95435389	-	ENSG00000105854
ASB4	7	95478444	95540233	+	ENSG00000005981
PDK4	7	95583497	95597638	-	ENSG00000004799
DYNC1I1	7	95772459	96110322	+	ENSG00000158560
SLC25A13	7	96120218	96322147	-	ENSG00000004864
SEM1	7	96481626	96709891	-	ENSG00000127922
DLX6	7	97005553	97011040	+	ENSG00000006377
DLX5	7	97020396	97024950	-	ENSG00000105880
SDHAF3	7	97117698	97181763	+	ENSG00000196636
TAC1	7	97732053	97740472	+	ENSG00000006128
ASNS	7	97851677	97872542	-	ENSG00000070669
OCM2	7	97984687	97991169	-	ENSG00000135175
LMTK2	7	98106860	98209638	+	ENSG00000164715
BHLHA15	7	98211439	98215457	+	ENSG00000180535
